IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
116.123.240.9	36	AS9318 SK Broadband Co Ltd	Asan	Republic of Korea	KR	SK Broadband (KR)	36.7836	127.0042	SK Broadband	116.123.240.9	44	Chungcheongnam-do	success	Asia/Seoul	
112.255.142.59	36	AS4837 CNCGROUP China169 Backbone	Qingdao	China	CN	China Unicom Shandong (CN)	36.0986	120.3719	China Unicom Shandong	112.255.142.59	37	Shandong	success	Asia/Shanghai	
14.48.128.199	36	AS4766 Korea Telecom	Yeosu	Republic of Korea	KR	Korea Telecom (KR)	37.0244	126.9608	Korea Telecom	14.48.128.199	41	Gyeonggi-do	success	Asia/Seoul	
85.11.165.49	36	AS31291 SKKNET.NET Ltd	Sofia	Bulgaria	BG	SKKNET.NET Ltd (BG)	42.6833	23.3167	SKKNET Lulin assigment	85.11.165.49	22	Sofia-Capital	success	Europe/Sofia	1000
77.122.203.22	36	AS25229 Volia	Kryvyi Rih	Ukraine	UA	Volia (UA)	47.9097	33.3804	Volia Krivoy Rog	77.122.203.22	12	Dnipropetrovska Oblast'	success	Europe/Kiev	
65.182.255.54	36	AS33470 Canby Telephone Association	Saint Paul	United States	US	Canby Telephone Association (US)	45.2089	-122.9617	Canby Telephone Association	65.182.255.54	OR	Oregon	success	America/Los_Angeles	97137
78.186.133.188	36	AS9121 Turk Telekom	Maltepe	Turkey	TR	Turk Telekom (TR)	40.9357	29.1551	Turk Telekom	78.186.133.188	34	Istanbul	success	Europe/Istanbul	
85.195.7.208	36	AS35706 Net at Once Sweden AB	Fristad	Sweden	SE	Net at Once Sweden AB (SE)	57.8167	13.0167	Net at Once Sweden AB	85.195.7.208	O	Västra Götaland	success	Europe/Stockholm	513 00
179.156.112.96	36	AS28573 CLARO S.A.	Ribeirão Preto	Brazil	BR	NET Virtua (BR)	-21.1794	-47.7999	NET Virtua	179.156.112.96	SP	Sao Paulo	success	America/Sao_Paulo	
183.104.121.53	36	AS4766 Korea Telecom	Busan	Republic of Korea	KR	Korea Telecom (KR)	35.1028	129.0403	Korea Telecom	183.104.121.53	26	Busan	success	Asia/Seoul	
65.182.68.38	36	AS13693 NTS Communications	Wolfforth	United States	US	NTS Communications (US)	33.4621	-102.0215	NTS Communications	65.182.68.38	TX	Texas	success	America/Chicago	79382
46.55.7.175	36	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	Moldtelecom SA (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	46.55.7.175	CU	Chișinău Municipality	success	Europe/Chisinau	
108.249.109.1	36	AS7018 AT&T Services, Inc.	Encinitas	United States	US	AT&T U-verse (US)	33.0501	-117.2528	AT&T U-verse	108.249.109.1	CA	California	success	America/Los_Angeles	92024
108.191.71.194	36	AS33363 BRIGHT HOUSE NETWORKS, LLC	Bradenton	United States	US	Bright House Business (US)	27.4393	-82.5214	Bright House Business	108.191.71.194	FL	Florida	success	America/New_York	34203
110.175.9.120	36	AS7545 TPG Telecom Limited	Forestville	Australia	AU	TPG Internet (AU)	-33.7667	151.2083	TPG Internet	110.175.9.120	NSW	New South Wales	success	Australia/Sydney	2087
91.234.41.9	36	AS196957 Center of Information Technologies Kharkiv Online Subsidiary	Kharkiv	Ukraine	UA	Center of Information Technologies Kharkiv Online (UA)	49.9808	36.2527	Center of Information Technologies Kharkiv Online	91.234.41.9	63	Kharkivs'ka Oblast'	success	Europe/Kiev	
86.0.184.16	36	AS5089 Virgin Media Limited	Newport	United Kingdom	GB	Virgin Media (GB)	51.5877	-2.9984	Virgin Media	86.0.184.16	WLS	Wales	success	Europe/London	NP20
186.119.254.143	36	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.119.254.143		Bogota D.C.	success	America/Bogota	
120.198.31.42	36	AS56040 China Mobile communications corporation	Huizhou	China	CN	China Mobile Guangdong (CN)	23.0833	114.4	China Mobile	120.198.31.42	44	Guangdong	success	Asia/Shanghai	
58.218.185.90	36	AS4134 Chinanet	Nanjing	China	CN	China Telecom jiangsu (CN)	32.0617	118.7778	China Telecom jiangsu	58.218.185.90	32	Jiangsu	success	Asia/Shanghai	
118.194.243.82	36	AS4808 China Unicom Beijing Province Network	Beijing	China	CN	Beijing CNISP Technology Co. (CN)	39.9289	116.3883	China Unicom Beijing	118.194.243.82	11	Beijing	success	Asia/Shanghai	
1.249.172.97	36	AS9318 SK Broadband Co Ltd	Seoul (Toegye-ro)	Republic of Korea	KR	SK Broadband (KR)	37.561	126.995	SK Broadband	1.249.172.97		Seoul	success	Asia/Seoul	
218.19.157.250	36	AS4134 Chinanet	Guangzhou	China	CN	China Telecom Guangdong (CN)	23.1167	113.25	China Telecom Guangdong	218.19.157.250	44	Guangdong	success	Asia/Shanghai	
175.209.17.211	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	175.209.17.211	11	Seoul	success	Asia/Seoul	
88.129.252.168	36	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Johanneshov	Sweden	SE	AllTele Broadband (SE)	59.3333	18.05	AllTele Broadband	88.129.252.168	AB	Stockholm	success	Europe/Stockholm	121 55
110.45.121.79	36	AS10066 CJ-HELLOVISION	Yangsan	Republic of Korea	KR	Cj-cablenet (KR)	35.3386	129.0386	Cj-hellovision	110.45.121.79	48	Gyeongsangnam-do	success	Asia/Seoul	
88.129.180.209	36	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Östersund	Sweden	SE	AllTele Broadband (SE)	63.1833	14.65	AllTele Broadband	88.129.180.209	Z	Jämtland	success	Europe/Stockholm	831 08
84.194.254.8	36	AS6848 Telenet BVBA	Lommel	Belgium	BE	Telenet BVBA (BE)	51.2333	5.3	Telenet N.V.	84.194.254.8	VLG	Flanders	success	Europe/Brussels	3920
211.116.216.100	36	AS23584 PUSAN CABLE TV SYSTEM CO., LTD.	Busan	Republic of Korea	KR	Sejong Telecom (KR)	35.1028	129.0403	Pusan Cable Tv System Co.	211.116.216.100	26	Busan	success	Asia/Seoul	
211.219.165.113	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	211.219.165.113	11	Seoul	success	Asia/Seoul	
82.209.137.201	36	AS29518 Bredband2 AB	Malmo	Sweden	SE	Bredband2 AB (SE)	55.6	13.0	MKB	82.209.137.201	M	Skåne	success	Europe/Stockholm	209 72
96.8.172.159	36	AS16527 Guadalupe Valley Telephone Cooperative, Inc.	Boerne	United States	US	Guadalupe Valley Telephone Cooperative (US)	29.7329	-98.6592	Guadalupe Valley Telephone Cooperative	96.8.172.159	TX	Texas	success	America/Chicago	78015
111.38.61.26	36	AS9808 Guangdong Mobile Communication Co.Ltd.	Nanjing	China	CN	China Mobile Guangdong (CN)	32.0617	118.7778	China Mobile Guangdong	111.38.61.26	32	Jiangsu	success	Asia/Shanghai	
113.183.58.202	36	AS45899 VNPT Corp	Thanh Pho Tuyen Quang	Vietnam	VN	VDC (VN)	21.8233	105.2181	Vietnam Posts and Telecommunications(VNPT)	113.183.58.202	07	Tinh Tuyen Quang	success	Asia/Ho_Chi_Minh	
191.109.68.2	36	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.68.2		Bogota D.C.	success	America/Bogota	
213.138.180.67	36	AS48863 Infonett Roros AS	Røros	Norway	NO	Infonett Roros AS (NO)	62.5747	11.3842	Infonett Roros AS	213.138.180.67	16	Sor-Trondelag Fylke	success	Europe/Oslo	7374
121.164.63.175	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	121.164.63.175	11	Seoul	success	Asia/Seoul	
212.20.42.38	36	AS12389 PJSC Rostelecom	Novosibirsk	Russia	RU	Rostelecom (RU)	55.0415	82.9346	OJSC Sibirtelecom	212.20.42.38	NVS	Novosibirskaya Oblast'	success	Asia/Novosibirsk	630001
14.163.16.13	36	AS45899 VNPT Corp	Hung Yen	Vietnam	VN	VDC (VN)	20.65	106.0667	Vietnam Posts and Telecommunications(VNPT)	14.163.16.13	66	Tinh Hung Yen	success	Asia/Ho_Chi_Minh	
86.127.166.147	36	AS8708 RCS & RDS	Botoşani	Romania	RO	RCS & RDS (RO)	47.75	26.6667	RCS & RDS Business	86.127.166.147	BT	Judetul Botosani	success	Europe/Bucharest	717311
61.73.194.180	36	AS4766 Korea Telecom	Seongnam-si (Buljeong-ro)	Republic of Korea	KR	Korea Telecom (KR)	37.3638	127.12200000000001	Korea Telecom	61.73.194.180		Gyeonggi-do	success	Asia/Seoul	
148.0.234.130	36	AS6400 Compañía Dominicana de Teléfonos, C. por A. - CODETEL	Santo Domingo	Dominican Republic	DO	Claro Dominican Republic (DO)	18.4667	-69.9	Claro Dominican Republic	148.0.234.130	01	Nacional	success	America/Santo_Domingo	
78.107.248.100	36	AS8402 VimpelCom	Moscow	Russia	RU	VimpelCom (RU)	55.7485	37.6184	VimpelCom	78.107.248.100	MOW	Moscow	success	Europe/Moscow	101194
221.148.217.26	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	221.148.217.26	11	Seoul	success	Asia/Seoul	
221.150.65.137	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	221.150.65.137	11	Seoul	success	Asia/Seoul	
37.233.57.26	36	AS31252 Starnet Servicii SRL	Chisinau	Republic of Moldova	MD	Starnet Servicii SRL (MD)	47.0056	28.8575	Starnet Servicii SRL	37.233.57.26	CU	Chișinău Municipality	success	Europe/Chisinau	
119.203.25.137	36	AS4766 Korea Telecom	Daejeon	Republic of Korea	KR	Korea Telecom (KR)	36.3214	127.4197	Korea Telecom	119.203.25.137	30	Daejeon	success	Asia/Seoul	
175.112.49.115	36	AS9318 SK Broadband Co Ltd	Seoul (Toegye-ro)	Republic of Korea	KR	SK Broadband (KR)	37.561	126.995	SK Broadband	175.112.49.115		Seoul	success	Asia/Seoul	
190.103.65.47	36	AS52495 Cotel Ltda.	La Paz	Bolivia	BO	Cotel Ltda. (BO)	-16.5	-68.15	Cotel Ltda.	190.103.65.47	L	Departamento de La Paz	success	America/La_Paz	
118.37.194.136	36	AS4766 Korea Telecom	Incheon	Republic of Korea	KR	Korea Telecom (KR)	37.4536	126.7317	Korea Telecom	118.37.194.136	28	Incheon	success	Asia/Seoul	
47.137.138.189	36	AS5650 Frontier Communications of America, Inc.	Wrightwood	United States	US	Frontier Communications (US)	34.3663	-117.6121	Frontier Communications	47.137.138.189	CA	California	success	America/Los_Angeles	92397
115.160.65.143	36	AS9694 Seokyung Cable Television Co.. Ltd.	Jinju-si (Jinnyangho-ro)	Republic of Korea	KR	Seokyung Cable Television Co. (KR)	35.1826	128.071	Seokyung Cable Television Co.	115.160.65.143		Gyeongsangnam-do	success	Asia/Seoul	
177.195.161.45	36	AS28573 CLARO S.A.	Barueri	Brazil	BR	NET Virtua (BR)	-23.5167	-46.8833	NET Virtua	177.195.161.45	SP	Sao Paulo	success	America/Sao_Paulo	
115.40.104.243	36	AS9845 CJ-HELLOVISION	Seoul	Republic of Korea	KR	Cj-hellovision (KR)	37.5166	126.86399999999999	Cj-hellovision	115.40.104.243	11	Seoul	success	Asia/Seoul	
190.105.16.118	36	AS27984 Ver Tv S.A.	Pilar	Argentina	AR	Ver Tv S.A. (AR)	-34.4576	-58.9138	Ver Tv S.A.	190.105.16.118	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1629
50.89.199.222	36	AS33363 BRIGHT HOUSE NETWORKS, LLC	Palm Coast	United States	US	Spectrum (US)	29.4839	-81.1916	Spectrum	50.89.199.222	FL	Florida	success	America/New_York	32164
117.218.20.243	36	AS9829 National Internet Backbone	Kolhapur	India	IN	BSNL (IN)	16.7	74.2167	BSNL	117.218.20.243	MH	Maharashtra	success	Asia/Kolkata	416002
91.246.253.163	36	AS21261 Private Joint Stock Company datagroup	Donetsk	Ukraine	UA	Donbass Electronic Communications Ltd. (UA)	47.9917	37.7759	Donbass Electronic Communications Ltd.	91.246.253.163	14	Donets'ka Oblast'	success	Europe/Kiev	
203.173.162.223	36	AS9500 Vodafone NZ Ltd.	Christchurch	New Zealand	NZ	Vodafone New Zealand Broadband (NZ)	-43.5559	172.6689	Vodafone New Zealand Broadband	203.173.162.223	CAN	Canterbury	success	Pacific/Auckland	8023
173.215.78.235	36	AS394907 Northland Communications Inc.	Clear Lake	United States	US	Aureon Network Services (US)	43.1325	-93.3413	Northland Communications	173.215.78.235	IA	Iowa	success	America/Chicago	50428
200.58.78.8	36	AS27839 Comteco Ltda	Cochabamba	Bolivia	BO	Comteco Ltda (BO)	-17.3833	-66.15	Comteco Ltda	200.58.78.8	C	Departamento de Cochabamba	success	America/La_Paz	
66.96.206.84	36	AS56300 MyRepublic Ltd.	Singapore	Singapore	SG	MyRepublic (SG)	1.2855	103.8565	MyRepublic	66.96.206.84	01	Central Singapore Community Development Council	success	Asia/Singapore	
187.207.138.175	36	AS8151 Uninet S.A. de C.V.	Mexico City	Mexico	MX	Telmex (MX)	19.4342	-99.1386	Telmex	187.207.138.175	CMX	Mexico City	success	America/Mexico_City	63000
78.36.200.120	36	AS8997 PJSC Rostelecom	Kaliningrad	Russia	RU	Rostelecom (RU)	54.7065	20.511	OJSC North-West Telecom	78.36.200.120	KGD	Kaliningradskaya Oblast'	success	Europe/Kaliningrad	236000
125.143.84.166	36	AS4766 Korea Telecom	Daegu	Republic of Korea	KR	Korea Telecom (KR)	35.8703	128.5911	Korea Telecom	125.143.84.166	27	Daegu	success	Asia/Seoul	
80.98.83.97	36	AS6830 Liberty Global Operations B.V.	Szolnok	Hungary	HU	UPC Magyarorszag (HU)	47.1833	20.2	UPC Magyarorszag	80.98.83.97	JN	Jász-Nagykun-Szolnok	success	Europe/Budapest	5000
111.91.171.203	36	AS38673 Korea Cable TV Kwangju Broadcasting	Gwangju	Republic of Korea	KR	Kwangju Cable Television Corp (KR)	35.1547	126.9156	Korea Cable TV Kwangju Broadcasting	111.91.171.203	29	Gwangju	success	Asia/Seoul	
14.173.69.17	36	AS45899 VNPT Corp	Thu Dau Mot	Vietnam	VN	VDC (VN)	10.9867	106.655	Vietnam Posts and Telecommunications(VNPT)	14.173.69.17	57	Tinh Binh Duong	success	Asia/Ho_Chi_Minh	
186.119.54.189	36	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.119.54.189		Bogota D.C.	success	America/Bogota	
186.113.197.70	36	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.113.197.70		Bogota D.C.	success	America/Bogota	
115.78.225.155	36	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	115.78.225.155	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
59.3.232.95	36	AS4766 Korea Telecom	Sasang	Republic of Korea	KR	Korea Telecom (KR)	34.4667	126.2978	Korea Telecom	59.3.232.95	46	Jeollanam-do	success	Asia/Seoul	
223.19.210.74	36	AS9304 Hutchison Global Communications	Central District	Hong Kong	HK	Hutchison Global Communications (HK)	22.291	114.15	Hutchison Global Communications	223.19.210.74			success	Asia/Hong_Kong	
116.104.15.35	36	AS7552 Viettel Corporation	Ha Tinh	Vietnam	VN	Viettel Corporation (VN)	18.3333	105.9	Viettel Corporation	116.104.15.35	23	Tinh Ha Tinh	success	Asia/Ho_Chi_Minh	
14.43.242.182	36	AS4766 Korea Telecom	Changwon	Republic of Korea	KR	Korea Telecom (KR)	35.2281	128.6811	Korea Telecom	14.43.242.182	48	Gyeongsangnam-do	success	Asia/Seoul	
190.147.75.107	36	AS10620 Telmex Colombia S.A.	Bogotá (Chapinero)	Colombia	CO	Telmex Colombia S.A. (CO)	4.64816	-74.0594	Telmex Colombia S.A.	190.147.75.107		Bogota D.C.	success	America/Bogota	
186.170.219.80	36	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.170.219.80		Bogota D.C.	success	America/Bogota	
138.118.114.5	36	AS20207 Gigared S.A.	Cerrito	Argentina	AR	Cable Video Cerrito SRL (AR)	-35.4629	-62.8528	Cable Video Cerrito SRL	138.118.114.5	B	Buenos Aires	success	America/Argentina/Buenos_Aires	6237
222.218.98.131	36	AS4134 Chinanet	Nanning	China	CN	China Telecom Guangxi (CN)	22.8167	108.3167	China Telecom	222.218.98.131	45	Guangxi	success	Asia/Shanghai	
187.87.245.61	36	AS262690 Netwave Telecomunicações Ltda.	Itatiba	Brazil	BR	Netwave Telecomunicações Ltda. (BR)	-23.0	-46.85	Netwave Telecomunicações Ltda.	187.87.245.61	SP	Sao Paulo	success	America/Sao_Paulo	
58.234.57.106	36	AS9318 SK Broadband Co Ltd	Seoul (Toegye-ro)	Republic of Korea	KR	SK Broadband (KR)	37.561	126.995	SK Broadband	58.234.57.106		Seoul	success	Asia/Seoul	
201.237.206.146	36	AS11830 Instituto Costarricense de Electricidad y Telecom.	Cartago	Costa Rica	CR	Grupo ICE (CR)	9.8638	-83.9203	Grupo ICE	201.237.206.146	C	Provincia de Cartago	success	America/Costa_Rica	
205.209.229.164	36	AS13693 NTS Communications	Abilene	United States	US	NTS Communications (US)	32.3389	-99.6607	NTS Communications	205.209.229.164	TX	Texas	success	America/Chicago	79602
171.247.35.48	36	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	171.247.35.48	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
183.107.229.3	36	AS4766 Korea Telecom	Seocho	Republic of Korea	KR	Korea Telecom (KR)	37.4906	127.02	Korea Telecom	183.107.229.3	11	Seoul	success	Asia/Seoul	
89.47.55.151	36	AS58022 A.g.e. Networks Sistems S.r.l.	Vidra	Romania	RO	IPv4 Management SRL (RO)	44.2606	26.1697	IPv4 Management SRL	89.47.55.151	IF	Ilfov	success	Europe/Bucharest	077185
85.105.212.186	36	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	85.105.212.186	34	Istanbul	success	Europe/Istanbul	
89.44.9.55	36	AS35664 Lidas Prod SRL	Suceava	Romania	RO	Lidas Prod SRL (RO)	47.6333	26.25	Lidas Prod SRL	89.44.9.55	SV	Suceava	success	Europe/Bucharest	727529
175.194.56.131	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	175.194.56.131	11	Seoul	success	Asia/Seoul	
27.193.89.108	36	AS4837 CNCGROUP China169 Backbone	Qingdao	China	CN	China Unicom Shandong (CN)	36.0986	120.3719	China Unicom Shandong	27.193.89.108	37	Shandong	success	Asia/Shanghai	
211.193.175.14	36	AS4766 Korea Telecom	Seongnam-si	Republic of Korea	KR	Korea Telecom (KR)	37.3827	127.119	Korea Telecom	211.193.175.14	41	Gyeonggi-do	success	Asia/Seoul	
121.169.90.237	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	121.169.90.237	11	Seoul	success	Asia/Seoul	
113.181.71.118	36	AS45899 VNPT Corp	Hanoi	Vietnam	VN	VDC (VN)	21.0333	105.85	Vietnam Posts and Telecommunications(VNPT)	113.181.71.118	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
183.99.43.26	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	183.99.43.26	11	Seoul	success	Asia/Seoul	
183.96.144.56	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	183.96.144.56	11	Seoul	success	Asia/Seoul	
61.105.0.10	36	AS9318 SK Broadband Co Ltd	Yeosu	Republic of Korea	KR	SK Broadband (KR)	37.0244	126.9608	SK Broadband	61.105.0.10	41	Gyeonggi-do	success	Asia/Seoul	
182.191.92.103	36	AS45595 Pakistan Telecom Company Limited	Peshawar	Pakistan	PK	Pakistan Telecommuication company limited (PK)	33.885	71.875	PTCL	182.191.92.103	KP	Khyber Pakhtunkhwa	success	Asia/Karachi	25000
14.169.35.4	36	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.169.35.4	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
113.183.137.232	36	AS45899 VNPT Corp	Vũng Tàu	Vietnam	VN	VDC (VN)	10.35	107.0667	Vietnam Posts and Telecommunications(VNPT)	113.183.137.232	43	Tinh Ba Ria-Vung Tau	success	Asia/Ho_Chi_Minh	
42.113.228.217	36	AS18403 The Corporation for Financing & Promoting Technology	Hanoi	Vietnam	VN	FPT Telecom Company (VN)	21.0333	105.85	FPT Telecom Company	42.113.228.217	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
2.62.161.159	36	AS12389 PJSC Rostelecom	Kemerovo	Russia	RU	Rostelecom (RU)	55.3333	86.0833	OJSC Sibirtelecom	2.62.161.159	KEM	Kemerovskaya Oblast'	success	Asia/Novokuznetsk	650001
121.146.96.21	36	AS4766 Korea Telecom	Changwon	Republic of Korea	KR	Korea Telecom (KR)	35.2281	128.6811	Korea Telecom	121.146.96.21	48	Gyeongsangnam-do	success	Asia/Seoul	
95.9.93.14	36	AS9121 Turk Telekom	Antalya	Turkey	TR	Turk Telekom (TR)	36.9081	30.6956	Turk Telekom	95.9.93.14	07	Antalya	success	Europe/Istanbul	07600
190.56.142.38	36	AS14754 Telgua	Guatemala City	Guatemala	GT	Claro Guatemala Static IP (GT)	14.6328	-90.5199	Claro Guatemala Static IP	190.56.142.38	GU	Departamento de Guatemala	success	America/Guatemala	01010
188.124.81.45	36	AS34295 Eta BG Ltd.	Cherven	Bulgaria	BG	Vida optics TVV Ltd. (BG)	43.6167	26.0333	Vida optics TVV Ltd.	188.124.81.45	18	Oblast Ruse	success	Europe/Sofia	5980
5.53.176.241	36	AS13124 Blizoo Media and Broadband	Sofia	Bulgaria	BG	Blizoo Media and Broadband (BG)	42.6833	23.3167	Blizoo Media and Broadband	5.53.176.241	22	Sofia-Capital	success	Europe/Sofia	1000
116.106.37.222	36	AS24086 Viettel Corporation	Hanoi	Vietnam	VN	Viettel Corporation (VN)	21.0333	105.85	Viettel Corporation	116.106.37.222	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
46.38.123.255	36	AS8752 OAO ASVT	Moscow	Russia	RU	OAO ASVT (RU)	55.7485	37.6184	OAO ASVT	46.38.123.255	MOW	Moscow	success	Europe/Moscow	101194
123.128.165.83	36	AS4837 CNCGROUP China169 Backbone	Weihai	China	CN	China Unicom Shandong (CN)	37.5017	122.1136	China Unicom Shandong	123.128.165.83	37	Shandong	success	Asia/Shanghai	
78.189.35.168	36	AS9121 Turk Telekom	İzmit	Turkey	TR	Turk Telekom (TR)	40.7018	29.9991	Turk Telekom	78.189.35.168	41	Kocaeli	success	Europe/Istanbul	41100
1.55.17.233	36	AS18403 The Corporation for Financing & Promoting Technology	Hanoi	Vietnam	VN	FPT Telecom Company (VN)	21.0333	105.85	FPT Telecom Company	1.55.17.233	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
210.195.244.12	36	AS4788 TM Net, Internet Service Provider	Butterworth	Malaysia	MY	TM Net (MY)	5.402	100.39399999999999	TM Net	210.195.244.12	07	Penang	success	Asia/Kuala_Lumpur	13400
211.104.128.220	36	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	211.104.128.220	11	Seoul	success	Asia/Seoul	
121.169.4.126	36	AS4766 Korea Telecom	Suwon	Republic of Korea	KR	Korea Telecom (KR)	37.2911	127.0089	Korea Telecom	121.169.4.126	41	Gyeonggi-do	success	Asia/Seoul	
212.198.136.71	36	AS21502 NC Numericable S.A.	Saint-Cloud	France	FR	Numericable (FR)	48.846000000000004	2.2029	Numericable	212.198.136.71	IDF	Île-de-France	success	Europe/Paris	92210
1.34.103.117	36	AS3462 Data Communication Business Group	Hsinchu	Taiwan	TW	HiNet (TW)	24.8047	120.9714	HiNet	1.34.103.117	HSZ	Hsinchu County	success	Asia/Taipei	
220.122.58.66	36	AS4766 Korea Telecom	Chungju	Republic of Korea	KR	Korea Telecom (KR)	36.9706	127.9322	Korea Telecom	220.122.58.66	43	North Chungcheong	success	Asia/Seoul	
210.7.25.195	36	AS4638 Telecom Fiji Limited	Suva	Fiji	FJ	Telecom Fiji Limited (FJ)	-18.1333	178.4167	Telecom Fiji Limited	210.7.25.195	C	Central	success	Pacific/Fiji	
115.77.35.57	36	AS7552 Viettel Corporation	Giong Truong	Vietnam	VN	Viettel Corporation (VN)	9.8958	106.3914	Viettel Corporation	115.77.35.57	51	Tinh Tra Vinh	success	Asia/Ho_Chi_Minh	
